area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,TOTAL 2001-2017
Mexico_Quintana Roo_Lázaro Cárdenas,"1,001","1,575","1,134",910,"1,203","18,275",423,"1,499","9,839",641,"8,463",801,"1,316","1,043","3,828","1,209","2,885","56,046"
Mexico_Quintana Roo_Othón P. Blanco,"3,991","7,894","5,899","6,382","7,935","3,497","9,345","11,959","12,968","9,988","13,072","8,446","12,913","7,194","7,345","9,452","19,792","158,072"
Mexico_Quintana Roo_Puerto Morelos,119,169,138,117,210,"4,416",291,795,"1,507",50,"1,387",143,275,195,868,183,180,"11,043"
Mexico_San Luis Potosí_Ahualulco,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_San Luis Potosí_Alaquines,6,1,1,4,6,12,13,5,5,6,2,12,1,5,4,5,13,101
Mexico_San Luis Potosí_Aquismón,169,318,235,269,382,418,366,516,311,547,789,416,202,293,382,304,753,"6,670"
Mexico_San Luis Potosí_Armadillo de los Infante,1,1,0,0,0,1,1,0,2,0,1,2,1,2,0,2,1,14
Mexico_San Luis Potosí_Axtla de Terrazas,83,147,98,216,111,251,172,111,176,236,409,111,73,45,38,69,139,"2,486"
Mexico_San Luis Potosí_Catorce,0,3,3,0,0,0,1,1,0,0,0,2,1,0,0,0,0,12
Mexico_San Luis Potosí_Cedral,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Mexico_San Luis Potosí_Cerritos,0,8,4,28,3,5,10,5,11,11,10,3,2,1,3,5,5,114
Mexico_San Luis Potosí_Cerro de San Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_San Luis Potosí_Charcas,0,2,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,11
Mexico_San Luis Potosí_Ciudad Fernández,1,5,9,6,8,10,4,8,3,3,2,5,1,2,0,0,1,66
Mexico_San Luis Potosí_Ciudad Valles,154,183,185,201,622,464,139,898,201,254,670,369,"1,196",197,251,555,771,"7,311"
Mexico_San Luis Potosí_Ciudad del Maíz,40,26,60,135,169,93,67,118,147,172,144,95,62,49,33,387,93,"1,893"
Mexico_San Luis Potosí_Coxcatlán,24,35,36,61,23,38,49,46,44,63,307,45,48,45,30,27,70,992
Mexico_San Luis Potosí_Cárdenas,17,5,6,6,4,14,11,14,7,16,46,16,1,3,5,4,17,191
Mexico_San Luis Potosí_Ebano,62,5,41,57,34,92,152,92,44,30,69,45,62,33,28,38,56,940
Mexico_San Luis Potosí_Guadalcazar,4,2,1,2,7,5,1,39,10,4,59,6,1,5,0,1,1,147
Mexico_San Luis Potosí_Huehuetlán,51,23,41,56,36,41,73,45,62,127,151,70,31,28,31,48,76,989
Mexico_San Luis Potosí_Lagunillas,10,1,7,9,9,40,7,13,42,6,11,185,"1,336",5,4,12,20,"1,718"
Mexico_San Luis Potosí_Matehuala,0,1,2,1,0,0,2,1,0,2,147,4,0,0,0,0,0,162
Mexico_San Luis Potosí_Mexquitic de Carmona,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mexico_San Luis Potosí_Moctezuma,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Mexico_San Luis Potosí_Pinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_San Luis Potosí_Rayón,15,9,12,16,27,48,30,116,74,37,20,61,36,7,12,310,33,863
Mexico_San Luis Potosí_Rioverde,12,19,30,10,24,28,27,14,20,5,9,16,10,11,5,0,1,241
Mexico_San Luis Potosí_Salinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_San Luis Potosí_San Antonio,32,25,29,41,50,46,45,28,56,65,242,58,123,67,58,60,106,"1,132"
Mexico_San Luis Potosí_San Ciro de Acosta,8,0,4,2,1,11,1,1,12,2,1,5,1,1,0,0,0,51
Mexico_San Luis Potosí_San Luis Potosí,1,1,1,0,0,0,1,0,0,0,0,4,54,0,0,0,0,63
Mexico_San Luis Potosí_San Martín Chalchicuautla,497,118,206,520,442,777,270,448,409,373,"1,070",275,384,289,233,292,357,"6,958"
Mexico_San Luis Potosí_San Nicolás Tolentino,1,4,0,1,1,5,3,1,6,0,1,2,2,1,0,0,6,34
Mexico_San Luis Potosí_San Vicente Tancuayalab,47,12,33,58,44,146,41,32,97,34,181,64,163,86,69,89,285,"1,481"
Mexico_San Luis Potosí_Santa Catarina,87,24,65,21,114,282,41,87,124,22,23,57,40,22,25,51,64,"1,148"
Mexico_San Luis Potosí_Santa María del Río,3,5,4,3,2,4,7,3,2,2,1,5,5,3,0,0,0,48
Mexico_San Luis Potosí_Santo Domingo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_San Luis Potosí_Soledad de Graciano Sánchez,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,8
Mexico_San Luis Potosí_Tamasopo,137,182,191,280,238,476,358,550,399,268,437,213,86,148,176,349,692,"5,181"
Mexico_San Luis Potosí_Tamazunchale,66,52,64,200,84,144,182,89,219,418,227,276,87,65,33,71,66,"2,343"
Mexico_San Luis Potosí_Tampacan,187,141,75,246,133,318,201,200,244,252,791,184,188,106,99,151,206,"3,723"
Mexico_San Luis Potosí_Tampamolón Corona,79,113,63,121,173,172,121,65,206,76,699,77,160,134,125,128,220,"2,733"
Mexico_San Luis Potosí_Tamuín,68,42,57,76,94,131,22,102,53,76,128,53,116,104,193,77,183,"1,575"
Mexico_San Luis Potosí_Tancanhuitz de Santos,23,28,16,35,44,72,48,49,36,52,352,27,81,56,51,34,72,"1,074"
Mexico_San Luis Potosí_Tanlajás,60,40,63,76,110,191,96,63,221,134,390,87,266,160,127,125,276,"2,487"
Mexico_San Luis Potosí_Tanquián de Escobedo,62,1,13,24,24,85,11,5,80,18,156,33,73,35,23,36,59,739
Mexico_San Luis Potosí_Tierra Nueva,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,5
Mexico_San Luis Potosí_Vanegas,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Mexico_San Luis Potosí_Venado,4,4,4,2,0,1,0,0,1,4,0,1,0,0,0,0,0,22
Mexico_San Luis Potosí_Villa Hidalgo,2,1,0,2,1,2,0,2,0,0,1,1,1,2,0,0,0,17
Mexico_San Luis Potosí_Villa Juárez,3,3,1,2,2,3,1,1,1,1,1,6,1,0,0,0,0,25
Mexico_San Luis Potosí_Villa de Arista,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_San Luis Potosí_Villa de Arriaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_San Luis Potosí_Villa de Guadalupe,0,3,2,1,1,1,1,1,0,0,1,0,2,0,0,0,0,13
Mexico_San Luis Potosí_Villa de Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_San Luis Potosí_Villa de Reyes,1,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,10
Mexico_San Luis Potosí_Villa de la Paz,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Mexico_San Luis Potosí_Xilitla,204,53,54,123,125,196,249,124,185,643,167,605,123,160,61,185,213,"3,471"
Mexico_San Luis Potosí_Zaragoza,0,0,4,1,1,0,0,1,0,0,0,0,8,1,0,0,0,17
Mexico_Sinaloa_Ahome,28,6,26,19,40,42,33,29,69,68,22,27,20,3,3,41,27,502
Mexico_Sinaloa_Angostura,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,7
Mexico_Sinaloa_Badiraguato,67,466,38,202,639,109,310,146,190,440,115,208,310,210,52,222,71,"3,795"
Mexico_Sinaloa_Boca San Lorenzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sinaloa_Choix,196,213,118,106,618,123,137,70,116,493,94,217,104,39,22,36,25,"2,726"
Mexico_Sinaloa_Concordia,495,124,97,107,397,160,25,96,295,100,161,163,219,120,47,68,60,"2,734"
Mexico_Sinaloa_Cosalá,117,274,125,127,331,71,439,246,153,203,75,272,225,158,108,56,60,"3,040"
Mexico_Sinaloa_Culiacán,213,156,120,249,212,89,592,196,129,197,176,251,280,181,88,128,104,"3,360"
Mexico_Sinaloa_El Fuerte,293,94,32,137,372,90,369,114,411,"1,035",61,158,137,123,90,95,26,"3,636"
Mexico_Sinaloa_El Rosario,281,141,117,160,"1,018",194,22,116,380,91,124,309,212,353,219,193,75,"4,004"
Mexico_Sinaloa_Elota,104,18,12,29,59,38,102,33,175,29,9,39,48,11,7,12,10,735
Mexico_Sinaloa_Escuinapa,86,34,11,24,280,100,3,7,91,47,22,35,75,64,45,45,46,"1,017"
Mexico_Sinaloa_Guasave,10,6,4,4,6,18,29,5,27,28,1,21,18,1,0,5,5,188
Mexico_Sinaloa_Isla Altamira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sinaloa_Mazatlán,485,115,104,142,341,253,53,150,226,56,143,237,420,81,66,119,57,"3,047"
Mexico_Sinaloa_Mocorito,75,75,6,35,141,29,256,36,198,306,17,35,32,11,6,24,36,"1,318"
Mexico_Sinaloa_Salvador Alvarado,5,17,2,5,10,2,23,1,46,7,4,1,2,0,0,0,0,127
Mexico_Sinaloa_San Ignacio,451,207,60,134,"1,158",261,594,269,184,207,154,292,649,272,182,263,221,"5,557"
Mexico_Sinaloa_Sinaloa,309,126,21,139,580,59,980,152,759,964,88,148,212,92,30,186,15,"4,861"
Mexico_Sonora_Aconchi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Agua Prieta,0,0,0,0,1,3,0,3,1,1,1,9,266,20,0,5,0,309
Mexico_Sonora_Altar,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
Mexico_Sonora_Arizpe,0,0,2,1,0,1,0,0,0,0,0,7,0,0,0,0,1,13
Mexico_Sonora_Atil,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Bacadéhuachi,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,7
Mexico_Sonora_Bacanora,1,1,1,1,1,1,2,1,0,2,1,0,3,4,0,0,0,19
Mexico_Sonora_Bacerac,2,27,0,7,0,6,0,0,0,0,3,0,0,121,0,14,0,181
Mexico_Sonora_Bacoachi,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
Mexico_Sonora_Banámichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Bavispe,0,37,0,2,0,1,1,0,0,0,5,13,10,2,0,3,293,371
Mexico_Sonora_Baviácora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Benjamín Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Bácum,1,0,1,2,1,0,0,1,0,1,1,0,0,0,0,1,0,9
Mexico_Sonora_Caborca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Cajeme,39,16,130,41,16,15,41,65,25,36,6,85,3,0,2,4,7,531
Mexico_Sonora_Cananea,1,1,0,0,0,1,0,0,3,0,2,0,20,8,1,8,11,57
Mexico_Sonora_Carbó,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Mexico_Sonora_Cucurpe,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39
Mexico_Sonora_Cumpas,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,82,84
Mexico_Sonora_Divisaderos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Empalme,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Mexico_Sonora_Etchojoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Mexico_Sonora_Fronteras,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,13,75
Mexico_Sonora_Granados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Guaymas,5,1,1,2,4,2,1,1,1,1,6,2,0,4,0,2,1,33
Mexico_Sonora_Hermosillo,4,16,4,16,2,2,2,3,7,4,8,12,0,1,11,5,0,95
Mexico_Sonora_Huachinera,1,1,1,2,0,3,2,4,0,1,2,0,1,1,0,0,3,22
Mexico_Sonora_Huatabampo,4,4,3,3,2,4,2,4,3,14,4,11,1,0,3,10,4,78
Mexico_Sonora_Huásabas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5
Mexico_Sonora_Huépac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Imuris,0,0,0,1,2,2,0,1,1,0,3,1,0,7,0,0,0,19
Mexico_Sonora_Isla Tiburon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_La Colorada,1,0,0,0,0,1,1,1,11,2,0,0,0,0,0,0,0,18
Mexico_Sonora_Magdalena,2,1,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,9
Mexico_Sonora_Mazatán,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Moctezuma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Naco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Nacozari de García,1,7,0,2,1,6,4,5,2,2,2,9,1,1,2,0,87,130
Mexico_Sonora_Navojoa,131,59,6,61,86,21,34,40,39,159,6,116,4,1,1,2,1,766
Mexico_Sonora_Nogales,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Nácori Chico,6,1,2,2,2,3,4,1,1,0,28,17,23,6,0,0,11,108
Mexico_Sonora_Onavas,1,4,0,2,1,2,1,1,1,4,1,7,1,1,0,0,0,27
Mexico_Sonora_Opodepe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Mexico_Sonora_Oquitoa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mexico_Sonora_Pitiquito,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
Mexico_Sonora_Puerto Peñasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Quiriego,119,186,55,134,130,26,49,22,63,136,25,105,10,2,0,10,1,"1,074"
Mexico_Sonora_Rayón,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Rosario,12,20,12,36,26,64,22,18,15,30,50,76,12,6,1,1,4,406
Mexico_Sonora_Sahuaripa,3,1,1,4,9,15,5,1,9,9,4,17,25,18,12,6,20,161
Mexico_Sonora_San Felipe de Jesús,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_San Javier,0,0,0,0,1,0,1,9,0,0,0,3,0,0,0,0,1,17
Mexico_Sonora_San Luis Río Colorado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_San Miguel de Horcasitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_San Pedro de la Cueva,0,1,0,1,0,2,1,1,2,1,1,2,1,0,0,0,0,13
Mexico_Sonora_Santa Ana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Sonora_Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Sonora_Soyopa,4,0,0,0,4,3,1,5,2,2,1,2,1,3,0,0,0,29
Mexico_Sonora_Suaqui Grande,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
Mexico_Sonora_Sáric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Sonora_Tepache,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,8
Mexico_Sonora_Trincheras,3,1,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,13
Mexico_Sonora_Tubutama,0,0,2,0,1,1,1,4,0,0,0,1,0,0,0,0,0,10
Mexico_Sonora_Ures,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0,14
Mexico_Sonora_Villa Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,83
Mexico_Sonora_Villa Pesqueira,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,8
Mexico_Sonora_Yécora,6,17,3,6,7,19,7,7,9,23,19,39,17,12,1,1,19,213
Mexico_Sonora_Álamos,433,208,48,236,538,75,263,97,227,829,49,316,139,37,4,16,4,"3,516"
Mexico_Tabasco_Balancán,242,473,"1,925",496,"2,494",436,"2,051",721,"1,526",422,426,"1,406","1,236","1,038","1,228","2,537","3,458","22,114"
Mexico_Tabasco_Catazajá,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,19
Mexico_Tabasco_Centla,46,18,82,70,143,81,133,58,151,19,34,29,63,90,127,167,386,"1,697"
Mexico_Tabasco_Centro,75,53,95,50,158,12,169,38,63,41,59,37,59,59,101,123,240,"1,434"
Mexico_Tabasco_Comalcalco,113,99,98,123,131,74,301,148,403,181,202,193,271,242,232,302,285,"3,398"
Mexico_Tabasco_Cunduacán,80,68,50,73,138,45,220,129,286,191,145,210,228,207,124,226,239,"2,659"
Mexico_Tabasco_Cárdenas,262,214,333,252,364,168,747,349,536,226,393,356,300,303,336,381,596,"6,116"
Mexico_Tabasco_Emiliano Zapata,18,31,54,73,134,25,182,27,63,32,64,37,29,33,52,55,251,"1,161"
Mexico_Tabasco_Huimanguillo,624,"1,226","1,097","1,478","2,192",524,"2,567","1,138","1,180",956,"1,675","1,044","2,002","2,834","2,674","2,557","2,883","28,653"
Mexico_Tabasco_Jalapa,21,33,19,19,69,10,44,12,16,32,25,22,81,48,61,49,112,674
Mexico_Tabasco_Jalpa de Méndez,17,21,23,26,45,15,56,28,68,36,21,17,39,29,34,75,63,614
Mexico_Tabasco_Jonuta,58,63,93,84,212,61,316,102,87,59,33,35,44,212,183,279,"1,093","3,014"
Mexico_Tabasco_Macuspana,83,76,82,93,220,47,199,68,100,74,83,76,264,369,344,424,569,"3,171"
Mexico_Tabasco_Nacajuca,10,7,10,9,25,2,38,7,13,9,9,6,13,12,10,27,33,243
Mexico_Tabasco_Paraíso,120,28,48,74,75,22,85,85,150,31,107,25,20,40,53,58,67,"1,086"
Mexico_Tabasco_Tacotalpa,128,105,94,141,141,94,221,100,154,136,125,189,762,553,508,825,825,"5,102"
Mexico_Tabasco_Teapa,32,29,19,35,24,18,66,33,29,44,50,68,179,127,91,271,188,"1,304"
Mexico_Tabasco_Tenosique,335,623,"1,179","1,364","2,343","1,088","1,672","1,421","1,464",581,548,"1,135","1,356","1,210","1,113","2,541","2,659","22,630"
Mexico_Tamaulipas_Abasolo,136,213,45,96,100,153,98,50,755,187,114,138,46,40,21,121,74,"2,388"
Mexico_Tamaulipas_Aldama,"1,259",287,257,508,443,959,578,441,936,594,534,658,535,776,333,592,423,"10,115"
Mexico_Tamaulipas_Altamira,161,29,49,63,26,83,134,95,206,77,56,118,29,108,39,81,49,"1,403"
Mexico_Tamaulipas_Antiguo Morelos,6,60,52,14,103,80,51,158,87,52,106,49,40,46,33,113,261,"1,311"
Mexico_Tamaulipas_Burgos,79,72,7,30,36,116,185,158,230,219,147,314,63,52,32,81,95,"1,916"
Mexico_Tamaulipas_Bustamante,0,2,2,2,1,17,0,8,25,2,157,1,31,5,0,2,36,291
Mexico_Tamaulipas_Camargo,14,19,22,8,8,16,14,37,11,22,5,21,2,11,3,9,0,221
Mexico_Tamaulipas_Casas,253,254,64,267,200,189,382,640,665,421,563,543,819,159,75,108,330,"5,932"
Mexico_Tamaulipas_Ciudad Madero,11,1,0,1,1,15,7,1,17,13,0,5,0,0,0,1,0,72
Mexico_Tamaulipas_Cruillas,53,53,10,167,148,267,268,351,715,193,169,102,33,71,47,26,136,"2,809"
Mexico_Tamaulipas_El Mante,32,15,23,73,92,62,10,43,23,29,57,18,15,18,5,11,29,554
Mexico_Tamaulipas_González,570,265,286,530,550,800,359,578,643,753,529,330,410,318,134,414,415,"7,884"
Mexico_Tamaulipas_Guerrero,80,266,108,25,88,37,72,60,97,94,93,171,0,5,1,2,1,"1,202"
Mexico_Tamaulipas_Gustavo Díaz Ordáz,1,3,7,5,2,5,11,2,12,6,3,2,0,10,0,1,2,73
Mexico_Tamaulipas_Gómez Farias,7,1,1,14,13,10,9,11,6,28,27,4,5,7,6,3,13,164
Mexico_Tamaulipas_Güémez,376,97,40,240,259,88,59,116,159,385,84,92,134,56,50,55,72,"2,360"
Mexico_Tamaulipas_Hidalgo,161,190,295,500,499,228,324,542,508,655,438,714,85,116,229,108,209,"5,799"
Mexico_Tamaulipas_Jaumave,30,8,10,36,26,485,16,9,142,86,608,46,197,20,10,40,65,"1,834"
Mexico_Tamaulipas_Jiménez,117,292,35,186,94,223,108,177,163,191,110,98,41,11,11,13,28,"1,897"
Mexico_Tamaulipas_Llera,91,71,24,108,104,96,50,114,236,269,201,530,120,153,62,102,145,"2,479"
Mexico_Tamaulipas_Mainero,37,9,5,47,23,21,8,52,71,51,32,100,44,61,38,11,13,623
Mexico_Tamaulipas_Matamoros,24,15,17,15,23,20,44,10,56,24,26,96,20,38,4,9,8,450
Mexico_Tamaulipas_Mier,25,34,31,22,56,24,36,12,12,35,10,14,0,0,2,0,0,311
Mexico_Tamaulipas_Miguel Alemán,9,19,27,17,18,5,6,27,5,9,2,44,0,1,1,0,0,191
Mexico_Tamaulipas_Miquihuana,6,22,0,2,1,265,2,71,6,15,401,4,265,20,0,0,7,"1,087"
Mexico_Tamaulipas_Méndez,328,147,29,49,46,319,283,217,319,78,69,156,29,12,9,194,212,"2,495"
Mexico_Tamaulipas_Nuevo Laredo,94,23,96,58,26,18,14,9,4,60,23,4,0,1,0,0,0,432
Mexico_Tamaulipas_Nuevo Morelos,8,15,11,6,70,21,40,46,16,18,43,35,42,28,25,126,278,826
Mexico_Tamaulipas_Ocampo,110,113,46,204,251,120,110,106,202,344,446,290,137,72,41,140,92,"2,822"
Mexico_Tamaulipas_Padilla,105,42,25,145,90,114,148,77,36,275,98,142,65,86,22,44,63,"1,579"
Mexico_Tamaulipas_Palmillas,1,0,1,32,32,614,17,4,28,7,10,14,11,1,0,0,0,773
Mexico_Tamaulipas_Reynosa,125,77,86,146,208,55,155,41,49,57,86,128,67,22,7,19,19,"1,346"
Mexico_Tamaulipas_Río Bravo,12,9,8,5,4,13,31,5,27,45,18,24,1,4,2,1,5,213
Mexico_Tamaulipas_San Carlos,178,71,86,205,408,223,247,410,"1,437",570,588,541,335,127,54,248,154,"5,882"
Mexico_Tamaulipas_San Fernando,424,81,93,318,295,424,528,636,"1,063",735,"1,143",486,366,243,200,494,673,"8,201"
Mexico_Tamaulipas_San Nicolás,8,5,5,16,10,13,19,10,12,24,2,28,4,23,1,4,3,187
Mexico_Tamaulipas_Soto La Marina,"1,636","3,314",678,"1,931","2,388","2,474","1,584","2,142","3,858","1,525","1,519","1,460","2,551",830,457,"1,333","1,559","31,241"
Mexico_Tamaulipas_Tampico,1,2,9,1,1,4,6,1,2,1,0,1,5,4,1,0,0,40
Mexico_Tamaulipas_Tula,8,3,5,17,21,3,5,7,14,25,7,5,33,2,1,2,4,160
Mexico_Tamaulipas_Valle Hermoso,15,4,1,16,11,10,16,11,14,14,13,11,2,0,3,2,1,144
Mexico_Tamaulipas_Victoria,663,87,33,145,385,198,107,218,174,207,71,63,97,86,32,112,40,"2,719"
Mexico_Tamaulipas_Villagrán,102,145,101,198,179,302,110,221,446,287,186,336,50,78,175,170,233,"3,319"
Mexico_Tamaulipas_Xicoténcatl,34,11,9,114,74,48,32,81,46,42,95,46,21,15,28,34,76,806
Mexico_Tlaxcala_Acuamanala de Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Altzayanca,1,2,2,4,2,3,1,1,81,10,5,5,9,3,0,1,2,133
Mexico_Tlaxcala_Amaxac de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Apetatitlán de Antonio Carvajal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Tlaxcala_Apizaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Atlangatepec,0,2,1,0,1,5,1,0,0,0,0,2,0,0,0,0,0,11
Mexico_Tlaxcala_Calpulalpan,19,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,25
Mexico_Tlaxcala_Chiautempan,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4
Mexico_Tlaxcala_Contla de Juan Cuamatzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Cuapiaxtla,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,2,18
Mexico_Tlaxcala_Cuaxomulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_El Carmen Tequexquitla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Españita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Huamantla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Hueyotlipan,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8
Mexico_Tlaxcala_Ixtacuixtla de Mariano Matamoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Ixtenco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Mazatecochco de José María Morelos,0,0,1,0,0,0,1,0,0,1,0,1,5,1,0,2,1,14
Mexico_Tlaxcala_Muñoz de Domingo Arenas,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5
Mexico_Tlaxcala_Nanacamilpa de Mariano Arista,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4
Mexico_Tlaxcala_Natívitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Tlaxcala_Panotla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Papalotla de Xicohténcatl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_San Pablo del Monte,0,0,0,0,0,1,0,0,1,1,0,0,4,2,0,1,1,13
Mexico_Tlaxcala_Sanctórum de Lázaro Cárdenas,21,0,0,0,1,4,3,2,0,1,0,1,1,0,0,0,0,33
Mexico_Tlaxcala_Santa Cruz Tlaxcala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Tenancingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Tlaxcala_Teolocholco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
Mexico_Tlaxcala_Tepetitla de Lardizábal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Tepeyanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Tlaxcala_Terrenate,7,10,8,13,3,15,5,13,12,7,1,19,8,2,1,2,9,134
Mexico_Tlaxcala_Tetla de la Solidaridad,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
