area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,TOTAL 2001-2017
Mexico_Hidalgo_Tepeapulco,3,2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,11
Mexico_Hidalgo_Tepehuacán de Guerrero,170,102,129,254,240,178,302,200,245,338,223,853,218,219,96,187,209,"4,162"
Mexico_Hidalgo_Tepeji del Río de Ocampo,4,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,11
Mexico_Hidalgo_Tepetitlán,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mexico_Hidalgo_Tetepango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Hidalgo_Tezontepec de Aldama,10,2,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,20
Mexico_Hidalgo_Tianguistengo,28,21,75,117,42,109,104,74,83,128,124,173,85,59,79,100,193,"1,593"
Mexico_Hidalgo_Tizayuca,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Mexico_Hidalgo_Tlahuelilpan,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
Mexico_Hidalgo_Tlahuiltepa,47,28,33,55,63,57,80,65,76,125,38,233,83,68,27,52,56,"1,188"
Mexico_Hidalgo_Tlanalapa,0,0,0,0,0,0,0,1,1,0,0,5,8,0,0,0,1,16
Mexico_Hidalgo_Tlanchinol,130,68,139,229,130,192,293,153,188,526,283,562,148,128,54,109,107,"3,439"
Mexico_Hidalgo_Tlaxcoapan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Mexico_Hidalgo_Tolcayuca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Hidalgo_Tula de Allende,17,2,1,2,3,1,5,3,6,9,0,2,1,0,0,0,0,52
Mexico_Hidalgo_Tulancingo de Bravo,9,4,3,9,4,4,5,5,10,4,3,12,20,2,3,8,17,124
Mexico_Hidalgo_Villa de Tezontepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Hidalgo_Xochiatipan,40,22,53,140,35,64,218,49,98,107,125,126,52,116,51,144,224,"1,663"
Mexico_Hidalgo_Xochicoatlán,8,10,26,26,9,42,30,21,19,38,22,35,19,30,18,16,32,402
Mexico_Hidalgo_Yahualica,77,115,64,144,39,88,171,47,108,88,184,175,96,129,40,145,165,"1,875"
Mexico_Hidalgo_Zacualtipán de Angeles,11,2,10,10,12,25,33,15,16,16,19,27,38,21,21,34,33,343
Mexico_Hidalgo_Zapotlán de Juárez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Hidalgo_Zempoala,2,0,0,1,3,0,10,3,2,0,2,7,15,2,8,11,13,80
Mexico_Hidalgo_Zimapán,53,0,5,5,13,8,3,4,3,5,4,3,5,4,14,0,1,133
Mexico_Jalisco_Acatic,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,7
Mexico_Jalisco_Acatlán de Juárez,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5
Mexico_Jalisco_Ahualulco de Mercado,2,1,0,1,2,1,6,5,2,7,1,5,8,1,0,0,0,45
Mexico_Jalisco_Amacueca,0,0,0,0,2,0,1,1,1,1,0,2,1,3,5,11,11,40
Mexico_Jalisco_Amatitán,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
Mexico_Jalisco_Ameca,5,5,6,5,12,10,10,6,3,2,3,4,32,16,0,0,1,118
Mexico_Jalisco_Antonio Escobedo,2,0,0,2,2,2,0,0,0,1,0,1,1,0,0,0,0,12
Mexico_Jalisco_Arandas,2,0,0,1,0,2,2,1,4,4,4,3,10,1,0,5,20,60
Mexico_Jalisco_Atemajac de Brizuela,7,1,1,0,3,8,2,3,3,3,8,3,27,16,1,5,8,99
Mexico_Jalisco_Atengo,10,3,7,13,20,17,13,4,3,3,2,7,7,2,0,2,5,118
Mexico_Jalisco_Atenguillo,25,1,20,11,33,5,7,13,3,8,1,16,11,4,0,1,10,170
Mexico_Jalisco_Atotonilco El Alto,0,0,0,0,0,1,1,1,0,0,0,1,6,2,1,0,0,15
Mexico_Jalisco_Atoyac,42,2,3,5,6,3,22,36,6,5,21,10,41,31,7,37,7,285
Mexico_Jalisco_Autlán de Navarro,7,1,3,5,8,3,6,2,19,14,3,3,60,13,2,2,4,156
Mexico_Jalisco_Ayotlán,0,0,1,4,0,3,2,4,1,1,2,5,1,1,0,1,0,26
Mexico_Jalisco_Ayutla,17,5,8,14,33,8,24,13,17,7,8,34,38,17,8,8,9,269
Mexico_Jalisco_Bolaños,0,0,1,1,4,0,1,1,1,3,0,10,11,11,1,0,0,48
Mexico_Jalisco_Cabo Corrientes,79,17,42,135,195,55,74,97,111,176,73,158,149,105,219,304,359,"2,349"
Mexico_Jalisco_Casimiro Castillo,13,3,3,2,7,2,14,9,15,7,6,9,39,48,5,11,28,220
Mexico_Jalisco_Cañadas de Obregón,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,5
Mexico_Jalisco_Chapala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Chimaltitán,4,0,0,1,0,3,2,1,0,0,0,2,1,0,0,0,0,13
Mexico_Jalisco_Chiquilistlán,12,11,1,3,8,8,12,25,6,3,17,3,9,10,5,5,13,149
Mexico_Jalisco_Cihuatlán,177,34,4,12,17,3,33,146,65,43,50,55,46,47,60,83,91,966
Mexico_Jalisco_Ciudad Guzman,5,2,1,2,6,4,1,4,24,8,10,2,20,5,6,9,7,115
Mexico_Jalisco_Ciudad Venustiano Carranza,2,1,0,3,6,3,5,25,3,102,14,10,13,13,28,45,229,502
Mexico_Jalisco_Cocula,4,1,0,1,1,1,2,1,0,2,0,1,3,1,0,1,0,18
Mexico_Jalisco_Colotlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Concepción de Buenos Aires,8,1,6,2,4,8,7,1,12,3,23,27,76,21,17,93,90,398
Mexico_Jalisco_Cuautitlán de García Barragán,54,9,16,16,32,7,31,11,29,19,46,24,193,41,52,73,138,792
Mexico_Jalisco_Cuautla,17,3,7,5,15,10,7,11,3,9,5,13,16,21,11,12,21,186
Mexico_Jalisco_Cuquito,20,5,1,5,9,1,14,1,7,2,1,1,1,0,0,0,0,69
Mexico_Jalisco_Degollado,2,1,1,5,3,18,14,9,12,4,3,8,1,3,0,1,0,84
Mexico_Jalisco_Ejutla,4,0,1,4,10,4,4,6,6,1,4,29,14,5,1,2,8,104
Mexico_Jalisco_El Arenal,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
Mexico_Jalisco_El Grullo,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,0,0,7
Mexico_Jalisco_El Limón,1,0,0,6,2,1,1,1,0,0,1,1,1,0,1,0,1,18
Mexico_Jalisco_El Salto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Encarnación de Díaz,7,1,0,0,2,2,3,0,0,0,1,1,0,1,0,0,0,18
Mexico_Jalisco_Etzatlán,11,0,0,2,2,1,2,1,1,1,1,10,15,3,5,8,2,63
Mexico_Jalisco_Guachinango,24,3,14,11,31,11,20,4,18,13,6,36,9,15,8,5,3,232
Mexico_Jalisco_Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Jalisco_Gómez Farías,25,9,1,7,51,33,39,6,14,15,23,19,52,45,63,24,24,449
Mexico_Jalisco_Hostotipaquillo,5,1,2,8,4,3,10,4,3,6,1,5,7,3,1,0,1,64
Mexico_Jalisco_Huejuquilla el Alto,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,6
Mexico_Jalisco_Huejúcar,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Mexico_Jalisco_Ixtlahuacán de los Membrillos,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,9
Mexico_Jalisco_Ixtlahuacán del Río,10,1,1,1,2,1,9,3,3,1,1,1,3,4,1,0,0,41
Mexico_Jalisco_Jalostotitlán,7,1,0,0,3,3,1,1,0,1,0,1,3,0,0,0,0,20
Mexico_Jalisco_Jamay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Jalisco_Jesús María,1,0,0,23,3,3,14,1,4,2,5,13,11,3,0,0,0,84
Mexico_Jalisco_Jilotlán de los Dolores,24,33,20,20,52,35,28,53,34,12,15,6,79,60,46,73,61,649
Mexico_Jalisco_Jocotepec,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,5
Mexico_Jalisco_Juanacatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Juchitlán,9,1,7,13,14,5,20,17,3,3,7,6,3,0,1,1,0,109
Mexico_Jalisco_La Barca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Jalisco_La Huerta,253,21,109,93,588,11,79,73,171,"1,388",49,123,250,133,126,595,504,"4,567"
Mexico_Jalisco_La Manzanilla de la Paz,1,0,0,1,5,2,1,1,2,1,14,1,13,4,5,5,48,103
Mexico_Jalisco_Lago de Chapala,3,6,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,16
Mexico_Jalisco_Lagos de Moreno,19,8,3,2,8,5,5,3,6,3,3,12,15,1,0,0,3,96
Mexico_Jalisco_Magdalena,2,0,0,2,2,2,4,1,0,2,0,2,0,2,0,3,0,22
Mexico_Jalisco_Manuel M. Dieguez,17,25,30,19,56,23,17,21,20,10,20,39,151,60,27,118,90,742
Mexico_Jalisco_Mascota,84,4,36,30,52,18,17,13,13,25,20,57,46,47,17,17,21,515
Mexico_Jalisco_Mazamitla,2,1,0,1,1,2,1,1,22,2,13,3,40,16,13,27,18,163
Mexico_Jalisco_Mexticacán,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Mexico_Jalisco_Mezquitic,1,1,3,6,6,2,6,10,11,16,9,10,23,11,1,2,3,121
Mexico_Jalisco_Mixtlán,8,1,8,6,12,6,11,12,3,7,4,18,23,19,4,4,9,157
Mexico_Jalisco_Ocotlán,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,6
Mexico_Jalisco_Ojuelos de Jalisco,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,4
Mexico_Jalisco_Pihuamo,67,21,28,27,33,21,70,44,36,16,27,37,45,63,77,183,182,976
Mexico_Jalisco_Poncitlán,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,9
Mexico_Jalisco_Puerto Vallarta,24,29,25,31,80,57,84,39,41,56,22,51,31,31,54,24,38,717
Mexico_Jalisco_Quitupan,2,5,3,4,12,11,27,23,10,11,13,30,208,41,21,34,25,480
Mexico_Jalisco_San Cristóbal de la Barranca,1,0,0,1,1,1,2,0,0,1,0,1,4,2,0,0,0,13
Mexico_Jalisco_San Diego de Alejandría,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,5
Mexico_Jalisco_San Juan de los Lagos,24,3,1,5,6,6,12,9,8,4,2,8,2,0,0,0,0,92
Mexico_Jalisco_San Julián,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
Mexico_Jalisco_San Marcos,6,1,2,3,10,6,7,1,2,1,3,9,7,6,2,3,8,77
Mexico_Jalisco_San Martín Hidalgo,6,8,2,3,6,2,5,3,3,6,1,1,3,3,0,0,1,53
Mexico_Jalisco_San Martín de Bolaños,3,0,1,1,0,0,3,1,1,0,0,2,2,2,0,0,0,16
Mexico_Jalisco_San Miguel el Alto,1,1,0,1,0,1,1,1,1,2,2,2,2,1,0,0,0,15
Mexico_Jalisco_San Sebastián del Oeste,26,6,13,32,71,40,40,13,12,25,8,76,70,50,31,37,58,607
Mexico_Jalisco_Santa María de los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mexico_Jalisco_Sayula,5,1,1,0,4,1,4,2,6,48,10,8,10,12,12,14,98,238
Mexico_Jalisco_Tala,0,0,1,2,1,1,2,1,1,0,0,1,1,0,1,0,0,12
Mexico_Jalisco_Talpa de Allende,40,11,17,42,82,18,36,25,23,34,32,76,148,82,231,159,152,"1,208"
Mexico_Jalisco_Tamazula de Gordiano,18,12,11,17,42,67,54,58,97,31,25,69,263,149,81,260,83,"1,336"
Mexico_Jalisco_Tapalpa,16,0,2,5,11,6,14,12,19,10,44,30,66,43,66,85,57,486
Mexico_Jalisco_Tecalitlán,81,21,29,22,55,58,84,37,54,65,63,50,151,119,108,102,193,"1,292"
Mexico_Jalisco_Techaluta de Montenegro,2,0,0,1,0,1,0,0,0,0,0,3,6,2,0,3,2,23
Mexico_Jalisco_Tecolotlán,17,7,7,19,21,12,34,12,10,10,16,7,13,24,2,2,3,216
Mexico_Jalisco_Tenamaxtlán,9,9,2,17,38,6,7,2,2,2,2,3,13,1,0,0,6,118
Mexico_Jalisco_Teocaltiche,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7
Mexico_Jalisco_Teocuitatlán de Corona,9,1,1,2,5,1,1,1,4,0,2,2,8,17,21,34,28,138
Mexico_Jalisco_Tepatitlán de Morelos,5,1,2,2,2,3,5,7,1,4,3,3,19,3,0,2,0,61
Mexico_Jalisco_Tequila,3,1,1,3,1,4,3,2,4,5,2,10,15,16,2,2,1,77
Mexico_Jalisco_Teuchitlán,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Mexico_Jalisco_Tizapán el Alto,0,0,1,0,3,0,0,1,4,1,0,1,1,3,0,0,0,15
Mexico_Jalisco_Tlajomulco de Zúñiga,2,2,1,0,1,1,2,1,1,0,1,0,11,1,0,2,0,26
Mexico_Jalisco_Tlaquepaque,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Tolimán,8,2,1,4,5,4,4,1,8,4,6,3,18,4,5,3,8,87
Mexico_Jalisco_Tomatlán,326,52,157,222,701,121,235,120,219,369,149,367,475,437,484,770,932,"6,134"
Mexico_Jalisco_Tonalá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Jalisco_Tonaya,5,7,6,7,6,2,2,7,2,2,1,3,8,25,1,2,0,85
Mexico_Jalisco_Tonila,4,1,1,0,1,2,5,4,3,1,2,1,7,3,2,4,4,43
Mexico_Jalisco_Totatiche,3,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,10
Mexico_Jalisco_Tototlán,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
Mexico_Jalisco_Tuxcacuesco,3,1,0,1,4,7,3,1,4,2,3,1,13,4,1,4,2,54
Mexico_Jalisco_Tuxcueca,2,0,0,0,2,0,2,1,1,1,0,0,1,1,0,1,0,13
Mexico_Jalisco_Tuxpan,12,13,8,7,9,59,16,6,48,9,8,17,69,36,18,31,27,391
Mexico_Jalisco_Unión de San Antonio,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6
Mexico_Jalisco_Unión de Tula,3,0,0,1,5,5,1,1,10,0,1,2,13,5,0,0,1,49
Mexico_Jalisco_Valle de Guadalupe,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Mexico_Jalisco_Valle de Juárez,1,1,2,1,2,4,1,0,2,0,4,7,45,23,9,19,22,143
Mexico_Jalisco_Villa Corona,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7
Mexico_Jalisco_Villa Guerrero,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
Mexico_Jalisco_Villa Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Jalisco_Villa Purificación,49,10,25,61,141,40,46,44,55,108,69,109,297,139,245,361,416,"2,214"
Mexico_Jalisco_Yahualica de González Gallo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
Mexico_Jalisco_Zacoalco de Torres,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
Mexico_Jalisco_Zapopan,39,3,7,2,4,3,3,2,1,3,1,18,28,4,0,0,2,120
Mexico_Jalisco_Zapotiltic,3,3,2,2,3,2,4,2,7,2,1,1,8,2,3,0,3,47
Mexico_Jalisco_Zapotitlán de Vadillo,4,0,0,0,5,0,7,0,5,2,3,2,15,6,4,6,2,63
Mexico_Jalisco_Zapotlanejo,4,0,0,0,1,1,3,2,1,1,2,0,2,1,0,0,0,20
Mexico_Jalisco_Zapotlán del Rey,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,5
Mexico_Michoacán_Acuitzio,15,11,15,13,55,81,55,22,11,25,7,30,9,11,25,52,19,455
Mexico_Michoacán_Aguililla,23,25,16,26,37,37,25,56,42,24,43,109,173,52,32,97,60,877
Mexico_Michoacán_Angamacutiro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Michoacán_Angangueo,14,5,5,3,1,1,2,2,1,15,0,2,2,1,1,2,1,57
Mexico_Michoacán_Apatzingán,12,43,21,16,33,19,38,106,54,51,52,103,298,54,65,131,59,"1,155"
Mexico_Michoacán_Aporo,15,4,1,3,1,1,2,5,6,3,1,1,1,4,17,10,29,104
Mexico_Michoacán_Aquila,927,330,247,344,208,124,389,163,175,171,207,295,832,496,837,797,728,"7,271"
Mexico_Michoacán_Ario,29,48,13,52,132,306,283,350,75,59,189,33,79,100,121,78,49,"1,997"
Mexico_Michoacán_Arteaga,93,75,80,139,43,60,72,175,39,115,151,353,447,303,400,561,400,"3,507"
Mexico_Michoacán_Briseñas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Mexico_Michoacán_Buenavista,4,11,4,25,24,12,17,36,16,14,13,8,7,10,12,8,12,232
Mexico_Michoacán_Carácuaro,10,2,7,11,8,20,34,4,22,8,9,24,29,17,5,11,0,219
Mexico_Michoacán_Charapan,3,4,15,50,20,85,118,54,19,47,51,20,17,21,50,71,54,699
Mexico_Michoacán_Charo,103,17,0,17,7,4,26,5,25,4,4,32,36,36,18,15,26,376
Mexico_Michoacán_Chavinda,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,10
Mexico_Michoacán_Cherán,26,16,1,20,13,46,68,42,43,114,179,31,10,4,0,1,21,637
Mexico_Michoacán_Chilchota,5,15,6,203,8,138,94,22,12,23,188,15,32,22,1,8,21,813
Mexico_Michoacán_Chinicuila,78,52,40,35,74,30,108,51,77,41,62,94,282,236,209,299,344,"2,113"
Mexico_Michoacán_Chucándiro,0,0,0,0,0,3,2,2,0,0,1,0,1,1,0,0,1,11
Mexico_Michoacán_Churintzio,0,0,0,0,0,2,1,0,3,1,0,2,3,1,0,0,0,14
Mexico_Michoacán_Churumuco,2,0,0,1,3,2,2,3,1,1,2,15,27,13,3,13,1,88
Mexico_Michoacán_Coahuayana,90,11,51,17,28,17,39,11,36,33,22,22,66,35,37,91,86,691
Mexico_Michoacán_Coalcomán de Vázquez Pallares,83,55,77,67,122,77,175,175,134,120,138,289,776,332,385,472,621,"4,098"
Mexico_Michoacán_Coeneo,1,3,0,17,1,6,16,5,7,3,8,10,40,22,5,12,16,175
Mexico_Michoacán_Cojumatlán de Régules,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
Mexico_Michoacán_Contepec,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,7
Mexico_Michoacán_Copándaro,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
Mexico_Michoacán_Cotija,24,33,7,11,35,16,45,16,26,36,27,56,161,65,21,30,47,656
Mexico_Michoacán_Cuitzeo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Mexico_Michoacán_Ecuandureo,0,0,0,0,0,0,0,4,1,1,0,2,2,0,0,0,0,10
Mexico_Michoacán_Epitacio Huerta,4,0,1,1,0,0,0,0,0,0,2,1,2,1,2,0,0,15
Mexico_Michoacán_Erongarícuaro,3,15,4,6,3,28,53,7,7,15,14,11,43,71,38,69,80,469
Mexico_Michoacán_Gabriel Zamora,3,2,1,7,5,5,14,11,7,13,9,6,10,7,7,4,27,136
Mexico_Michoacán_Hidalgo,560,72,64,225,97,36,189,138,264,162,75,148,119,189,194,197,247,"2,974"
Mexico_Michoacán_Huandacareo,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,7
Mexico_Michoacán_Huaniqueo,0,1,1,0,1,1,3,3,1,1,1,1,5,11,0,0,0,30
Mexico_Michoacán_Huetamo,10,2,4,7,8,2,17,4,10,3,3,11,11,3,7,2,0,103
Mexico_Michoacán_Huiramba,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,10
Mexico_Michoacán_Indoparapeo,95,38,1,17,4,3,17,1,48,10,3,18,19,11,8,6,13,311
Mexico_Michoacán_Irimbo,1,0,0,0,0,0,1,0,0,1,0,3,2,3,4,3,1,20
Mexico_Michoacán_Ixtlán,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,7
Mexico_Michoacán_Jacona,2,1,0,1,1,2,4,1,2,0,2,1,6,4,0,3,0,30
Mexico_Michoacán_Jiménez,1,0,1,1,0,1,3,1,0,1,4,1,3,0,5,39,16,76
Mexico_Michoacán_Jiquilpan,3,0,0,1,17,6,5,4,4,5,5,3,29,2,0,3,4,91
Mexico_Michoacán_José Sixto Verduzco,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,5
Mexico_Michoacán_Jungapeo,3,1,1,2,1,2,2,1,1,2,1,1,6,4,3,2,5,38
Mexico_Michoacán_Juárez,8,4,0,6,6,3,3,23,5,9,3,10,9,7,3,2,0,101
Mexico_Michoacán_La Huacana,2,10,7,16,6,5,8,19,4,8,8,38,46,20,7,23,4,232
Mexico_Michoacán_La Piedad,0,0,0,0,0,0,1,1,1,1,2,1,3,1,0,0,0,13
Mexico_Michoacán_Lagunillas,0,0,0,0,0,1,6,0,0,2,0,2,4,4,0,1,1,22
Mexico_Michoacán_Los Reyes,13,18,45,42,34,180,389,72,26,83,117,48,134,89,75,103,179,"1,647"
Mexico_Michoacán_Lázaro Cárdenas,297,98,64,51,40,39,61,109,44,96,155,116,288,190,398,488,283,"2,818"
Mexico_Michoacán_Madero,25,23,27,23,75,62,67,51,41,66,67,86,202,138,171,149,100,"1,373"
Mexico_Michoacán_Maravatío,31,8,3,5,2,2,4,3,14,18,13,22,33,39,37,21,14,270
Mexico_Michoacán_Marcos Castellanos,1,0,0,0,1,0,1,2,9,3,1,1,7,1,0,0,0,28
Mexico_Michoacán_Morelia,40,11,31,49,75,131,99,50,36,92,30,74,56,66,49,140,118,"1,148"
Mexico_Michoacán_Morelos,1,0,0,0,0,5,5,3,4,5,3,10,13,8,0,1,1,59
Mexico_Michoacán_Múgica,0,2,1,2,7,6,7,18,11,5,4,2,9,4,5,5,2,91
Mexico_Michoacán_Nahuatzen,5,2,9,15,8,32,32,3,4,14,17,65,97,85,221,698,284,"1,591"
Mexico_Michoacán_Nocupétaro,10,2,11,2,2,5,21,2,9,5,2,14,50,19,13,15,1,183
Mexico_Michoacán_Nuevo Paranguricutiro,2,8,14,11,24,91,36,30,8,15,29,2,48,46,24,46,62,494
Mexico_Michoacán_Nuevo Urecho,14,15,4,7,21,45,80,78,7,11,23,56,14,21,20,23,10,449
Mexico_Michoacán_Numarán,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Mexico_Michoacán_Ocampo,107,17,15,13,4,2,8,7,22,8,4,3,9,24,70,65,67,447
Mexico_Michoacán_Pajacuarán,0,0,0,0,2,1,1,0,0,0,2,1,2,0,0,0,0,10
Mexico_Michoacán_Panindícuaro,2,2,0,1,0,8,21,3,12,21,11,27,39,6,1,59,24,239
Mexico_Michoacán_Paracho,13,2,1,16,1,19,44,13,3,13,28,2,16,12,6,4,6,198
Mexico_Michoacán_Parácuaro,1,2,2,1,3,2,7,6,13,11,6,13,1,4,2,11,2,86
Mexico_Michoacán_Penjamillo,0,1,0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,10
Mexico_Michoacán_Peribán,7,9,5,5,11,22,25,15,7,13,6,19,27,22,11,33,6,244
Mexico_Michoacán_Puruándiro,1,4,14,0,4,9,5,3,5,1,2,38,6,3,0,17,0,112
Mexico_Michoacán_Purépero,1,0,3,4,2,6,25,6,82,8,4,38,66,34,7,66,19,372
Mexico_Michoacán_Pátzcuaro,18,11,15,6,30,44,165,23,21,23,24,35,93,52,66,122,107,855
Mexico_Michoacán_Queréndaro,107,18,3,10,9,4,14,3,75,32,4,21,20,15,23,22,24,403
Mexico_Michoacán_Quiroga,1,3,0,4,1,16,29,6,2,15,5,15,37,17,3,8,23,187
Mexico_Michoacán_Sahuayo,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,6
Mexico_Michoacán_Salvador Escalante,67,64,58,93,135,264,196,148,32,119,131,53,48,43,94,100,113,"1,757"
Mexico_Michoacán_San Lucas,3,1,1,1,4,4,3,1,3,4,3,2,6,7,12,4,2,61
Mexico_Michoacán_Santa Ana Maya,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,6,0,12
Mexico_Michoacán_Senguio,9,4,1,1,4,0,2,2,8,1,2,19,1,11,14,15,3,95
Mexico_Michoacán_Susupuato,17,19,2,6,6,24,10,10,6,14,6,37,15,26,11,8,19,235
Mexico_Michoacán_Tacámbaro,89,70,33,119,163,300,253,293,127,154,232,121,192,183,539,643,213,"3,725"
Mexico_Michoacán_Tangamandapio,1,8,8,4,6,40,41,13,18,18,24,37,88,46,4,5,33,394
Mexico_Michoacán_Tangancícuaro,1,4,8,8,8,11,40,12,4,15,31,17,54,40,4,19,21,295
Mexico_Michoacán_Tanhuato,0,0,0,0,1,0,4,1,0,0,0,0,1,1,0,0,0,9
Mexico_Michoacán_Taretan,0,0,2,3,3,6,12,10,1,7,2,2,1,1,1,5,2,58
Mexico_Michoacán_Tarímbaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Michoacán_Tepalcatepec,4,8,5,21,9,8,13,19,19,10,10,14,18,5,13,27,48,252
Mexico_Michoacán_Tingambato,5,22,12,44,47,180,226,46,11,62,68,100,87,88,52,104,127,"1,282"
Mexico_Michoacán_Tinguindín,7,6,5,8,15,50,50,23,14,25,29,28,96,52,28,44,57,536
Mexico_Michoacán_Tiquicheo de Nicolás Romero,9,3,5,4,9,18,27,4,19,12,8,20,61,27,13,5,1,245
Mexico_Michoacán_Tlalpujahua,2,1,0,0,1,0,1,1,0,2,0,3,11,7,21,3,0,54
Mexico_Michoacán_Tlazazalca,0,1,1,0,1,3,2,2,28,2,1,8,13,3,0,0,0,64
Mexico_Michoacán_Tocumbo,5,2,3,3,7,9,8,9,6,5,6,17,65,76,16,19,13,268
Mexico_Michoacán_Tumbiscatío,11,34,13,27,21,26,16,69,11,34,50,165,302,169,87,177,164,"1,376"
Mexico_Michoacán_Turicato,13,9,5,7,101,94,107,93,39,12,17,27,69,47,42,48,10,739
Mexico_Michoacán_Tuxpan,41,3,4,25,5,10,20,21,42,15,8,18,11,19,16,23,44,327
Mexico_Michoacán_Tuzantla,6,0,2,3,5,5,7,4,6,4,2,10,33,39,13,14,1,154
Mexico_Michoacán_Tzintzuntzan,1,2,0,1,1,3,18,2,1,7,3,2,1,1,0,1,0,45
Mexico_Michoacán_Tzitzio,66,70,4,21,41,27,56,30,44,58,13,129,160,119,88,70,34,"1,029"
Mexico_Michoacán_Uruapan,15,45,21,48,53,149,119,110,66,123,97,28,100,102,78,162,133,"1,450"
